customer_id,industry,region,sales_calls_last_30d,support_tickets_last_30d,days_since_last_login,total_revenue,subscription_age_months,churn
20f2b4d0-82d0-425b-9484-54b0e6ff3b6c,Education,Asia,3,0,37,183.02,48,1
ec300951-bc1a-4202-823e-1d64c1ae7b77,Healthcare,South America,1,2,23,8646.76,26,1
10b7a4d6-3bbe-4851-b9fa-59bfd3cd205a,Retail,Europe,1,4,31,446.06,33,1
fe21d941-fa6b-41dd-8c32-27e45979fa84,SaaS,North America,2,0,7,7928.27,56,1
1c4051d9-5d7a-41f1-ac91-1cc36653fc5e,Retail,Europe,2,1,43,9038.84,51,1
02c86ee9-62aa-4366-9f3a-8f454c0ef259,Healthcare,South America,5,1,24,6269.25,5,0
946f8a71-c418-4eca-90db-4bf13199ebfe,Healthcare,South America,0,0,33,7090.91,30,1
019230a2-afad-410d-ab84-8e70f10c1033,Finance,South America,3,2,60,207.91,56,1
8e33719c-ae60-41d0-bbc9-4415f7aa1ae7,SaaS,North America,2,2,56,2541.68,44,0
0b6257c1-062b-4b10-9885-0fab8dd0ba24,Education,Asia,1,1,41,5374.87,50,1
d4b26c19-7d0e-4d54-a8d9-3f1774da651b,Finance,North America,4,4,27,14086.28,19,0
2d5ee253-9ecc-4388-b92c-cd0dfaeb1073,Retail,Australia,0,0,46,531.13,1,1
29084b24-2a01-4df4-b0ab-3f7a1fc446d1,Finance,South America,2,2,11,369.25,49,1
1d5d33e6-358e-4d35-beb2-7bd841f99f97,Education,North America,4,4,40,4957.0,56,0
7a0aa68b-82c7-4da9-9c9c-59aa2027e269,Finance,South America,5,3,12,2083.67,39,1
14bb2e7a-0efc-43a8-9454-c1ea8c2d44d4,Retail,Asia,0,1,10,2464.94,49,0
e0629218-971b-400d-8c37-9a5fb9b93e15,Education,South America,4,3,0,14984.86,59,0
7e1ed4c6-2d79-4d7f-8c75-8687ccad7402,Education,Asia,1,3,1,478.18,32,0
08767aaf-cafd-42db-a2cf-295de4d52291,SaaS,Asia,2,0,53,771.54,57,1
e759dfca-0a51-49fe-9c35-64e6d4c99c00,Finance,Europe,2,0,15,377.73,4,1
e441326d-1289-4e46-be89-49328ff9708b,Education,North America,6,4,46,2344.19,6,1
7b8aa8f6-3ca8-4edf-82e0-aa60312a3bb4,Healthcare,North America,1,0,34,57.09,49,1
aa595e1a-cc3d-4f6c-9342-9bba2b6a04d4,Retail,Europe,4,3,30,5237.84,43,1
dbf69ac9-e388-473b-a259-e1b2ba1438f4,Education,Europe,3,4,33,220.59,17,1
dd6f9f43-1a73-4568-9633-8ee7888a3ef7,Education,Australia,2,3,59,4938.37,14,1
9beb5a5c-aa46-4632-8551-2769f44ded50,Education,Europe,2,1,19,1624.37,46,1
7bd480f1-576d-4f19-9ecc-a5ca2070f1d7,Healthcare,Asia,5,5,57,21419.33,29,0
c657009c-b483-4bf6-adf5-df9e6bce0d09,Education,Australia,0,0,15,10051.96,8,0
35aba0b9-1d9f-4a80-a338-bffe6610c687,Retail,North America,3,4,1,8318.24,22,0
ce4287c7-d3cd-4ac3-ac2c-3a5fb6b09e2c,Education,South America,9,0,37,290.13,15,1
00df7b4d-7d22-45a3-829f-a8388e8bb51c,Retail,North America,3,0,45,4659.24,5,0
5181348e-fd9d-4603-ab12-f8c91148134f,SaaS,Europe,6,0,57,3673.05,5,1
61403903-419f-44ef-aa37-a1ee33efdb59,SaaS,Asia,3,0,32,7035.29,5,0
ee2c4469-1720-4d2b-b62b-8f466d4b110f,Retail,Asia,4,5,31,4456.99,43,1
e0b742bb-00bd-40c2-a5c0-a5bee27c048f,Retail,South America,4,2,46,3387.51,9,1
68132893-a003-4f95-9cd7-f8c61c93db4a,Education,South America,1,1,15,685.09,31,0
18fbf69b-bdcf-4a8c-a0b5-3ebfe507e55e,Healthcare,Australia,3,0,6,11354.87,13,0
ac7b0e06-23d5-47b0-bf93-05364959393a,SaaS,Australia,1,0,27,1632.74,23,1
e9ac888d-66ff-4762-9dc5-b31133c775f4,Healthcare,Australia,3,2,46,1155.46,56,0
1878ce83-566c-4ca2-b3cc-149a68903d9a,SaaS,North America,1,2,25,12683.47,4,0
8558d2f7-862e-4a24-83c6-f7a671885b0b,Finance,North America,4,0,12,2313.93,16,0
882b0459-5210-4438-8fda-a592bf98e798,Retail,South America,3,2,8,6247.46,29,0
576c6d09-676b-4952-b1ad-7b3076bb81d2,Healthcare,Europe,0,1,29,2368.32,18,1
0cc0f1fd-c425-4fe6-a11f-16b71186bc5d,Retail,North America,5,3,51,637.82,29,1
2bfc30cf-49b3-4bc4-9a30-1b98f8b12688,Education,North America,3,3,41,1668.81,4,1
79e7a65b-3c73-4b95-b9be-1fbe4b40e4be,Education,North America,1,1,59,1411.53,6,0
e25cad1b-b934-4024-957c-ba01cb66fc4c,Retail,Europe,3,4,31,418.18,27,1
42ea3863-55fc-480e-9efe-02b320d05cf8,Healthcare,Europe,5,2,25,5522.8,56,0
588381c2-11b2-4213-92ab-249a71644e76,SaaS,Europe,3,2,0,609.92,25,0
c405d057-2b10-40b8-8b0a-00618741fe4e,Healthcare,Asia,2,3,50,721.75,60,1
f81813fe-41cf-4bd5-a41c-ed3092db2f56,Healthcare,Asia,5,2,44,3189.28,28,1
10385eae-0f10-4f69-a31a-40781d9d5949,Education,Australia,4,1,12,6756.97,10,1
1a11302f-d2cb-4911-b901-60b852294944,Finance,Europe,5,2,37,5471.07,4,0
a94ab5f1-dc7b-46cf-afe1-5b67ad645cbf,Education,North America,3,2,20,3493.01,48,1
847a4a0e-3e41-48f5-aef2-bf1075b7e39d,SaaS,North America,1,5,30,4940.38,38,1
334bca37-b147-4df1-a548-7747c9dc6d7f,Education,South America,1,3,3,1428.35,11,1
9ec48cfc-dbc5-4396-af6f-3a213f537f36,Education,North America,2,1,11,586.22,55,0
382a22e7-2329-40e0-b621-47d2f568c463,SaaS,South America,4,1,43,6405.22,5,0
abb22b22-a499-42be-add1-47eb0f247665,Retail,Australia,3,3,60,4378.05,8,0
8ce8dbd1-efc3-41cc-b418-83cae4af299e,Education,Europe,4,3,38,13449.94,38,1
75b84997-af2b-44d8-a7f7-cb727dd61020,SaaS,South America,3,0,26,12989.38,6,1
d1ea6e64-7dc9-4c5e-82ec-9bfcb18db901,Education,South America,3,2,20,10197.12,34,0
92eaf297-8de6-4282-b961-a058ebbc685a,Finance,Europe,4,1,45,2538.89,43,1
fa76d4bc-01c5-47bd-bdb2-f2dca1d7ad62,Finance,Europe,2,3,25,759.1,17,1
c6b6e575-d4ba-4a1f-939f-63fac96a0dc1,Retail,Asia,2,1,20,5446.34,30,1
66eb4500-a8e2-4183-930f-5da2e755b529,SaaS,North America,1,3,39,3487.73,30,1
393debc6-92b8-42a1-afe6-1bf31352130c,Education,North America,2,3,34,186.17,5,1
ff6bdeb4-737c-4f2b-998a-8050a97033ae,Retail,South America,1,3,8,4100.82,17,0
a194e669-4ea6-467d-aebb-24d197015dff,Finance,North America,0,1,15,2627.45,57,1
ca695952-2dbb-410b-8685-c3a14efa1940,Finance,Asia,2,0,28,137.35,11,1
b0a10fe1-be70-4dfb-9cc7-2ff022a6ef9a,Education,Asia,2,0,51,8045.09,40,1
d63aeb40-a12c-4c05-821a-cddaad4d91a5,Education,North America,4,2,52,6405.47,43,1
fb34e67a-fbcb-4df1-948f-56345eaa8b3f,Education,Asia,0,1,42,1165.25,60,1
b153930e-73bb-4783-8581-e33f3e48af22,SaaS,Europe,3,2,7,11159.32,17,0
8d742bf4-2661-410a-887f-2a0ddb01fe5f,SaaS,South America,4,4,17,4015.34,10,0
cfe25c2d-5a6b-41af-b237-02f5a12bdc4f,Finance,South America,3,3,45,1564.5,14,1
4f516414-76ef-41ed-a847-b9bfecf93d5a,Finance,Europe,3,3,40,92.81,44,1
48437c13-1b2c-4c66-b72f-9dea77cc62cd,Finance,South America,5,3,16,736.04,32,0
4f6daf36-485d-4f20-a94c-fed89ba8bbd7,SaaS,North America,2,1,27,909.31,41,1
d189b229-bd6c-4ebf-a647-98c2a6be9814,Finance,North America,4,3,21,2197.74,1,0
63957532-113b-4661-993e-478806ddf18a,Retail,Asia,1,3,47,4520.3,11,1
6b7f67ab-ddd8-49ff-b30e-e991784e9111,Healthcare,South America,3,3,27,6513.24,46,1
5315acbf-f2d6-4dcb-b05a-ce3cbe088579,Education,North America,2,2,4,2239.05,8,0
52471778-cc95-4ab3-a0f4-698a29ece39e,Retail,South America,6,3,53,10315.71,3,0
2d1598b6-74e0-4713-8540-6fa34cf8028f,Finance,South America,3,5,9,12967.92,36,1
a5af3df3-09a9-47c9-b5aa-252f20428ab2,Healthcare,Europe,2,2,19,9307.14,3,0
f6b5cd97-c387-4865-9b33-6e0315ae9824,Finance,North America,2,2,22,5958.39,58,0
a888a71e-87d8-42b3-aeea-8e8c755b540c,Retail,Europe,3,1,6,4916.05,43,1
27f5158f-53cc-4dd3-bff6-e785f255b23f,Finance,South America,6,5,55,3763.82,57,0
e151452b-916e-49c7-8831-ba79dda44f64,Healthcare,South America,1,1,9,1364.15,48,0
de7b4314-6a22-499d-a6b5-032d5ad7cad4,Retail,Europe,0,3,51,215.02,52,1
4cb8c869-292a-432a-9b59-7681110c3b47,Retail,Australia,2,4,11,14974.78,2,1
77c7448b-6497-4aad-a749-6f24dc881fc7,Finance,Australia,4,1,42,1317.69,52,1
447d6579-09af-4ecc-8b06-59dba4d9cc8e,Retail,Asia,1,5,50,7561.2,11,0
63ca6059-64df-487a-a30e-f6e55a3f0351,SaaS,Australia,2,1,2,5953.98,56,0
3867bad5-c3a6-4df3-8668-075b4dc24de1,Healthcare,Europe,2,0,52,4338.53,13,0
0beeafb5-8a42-45f5-809b-52b43ee0f495,Healthcare,Asia,4,2,52,15578.38,20,0
55ff9b92-4655-4a98-b7d2-b65d0234bb25,Retail,Europe,1,1,42,3424.66,2,0
9537aaa3-ec87-48bd-97ca-8047e8ef105c,Retail,Australia,5,3,17,3417.44,22,1
52af64c4-5066-4213-a252-1a13f25bfa62,SaaS,Asia,6,2,41,10098.1,23,1
897877dd-7946-4845-bdd3-3eda9791e804,Education,Australia,2,3,53,689.82,44,1
ebbcb428-2016-426e-9d69-d8b1a87d7b57,Education,Asia,5,0,7,4797.65,2,0
020f81c4-bf92-4cce-957c-ccff1bf1cc3c,Finance,Europe,4,2,16,3896.43,38,0
8c4e47a2-b2e7-4bfb-90d0-588c3c3ecaf6,SaaS,North America,1,2,27,6157.95,39,1
839459fa-3645-4044-80df-219c23efa65e,Finance,Asia,4,0,38,18150.97,28,0
778d90ce-cea9-48e9-9adc-42fc87fa4226,Education,North America,5,1,57,3353.44,25,0
3b5831bc-d9c7-4bec-b74d-4d183093ae5c,Education,Europe,1,2,2,5915.66,17,1
3573687e-9e09-49a9-8c83-058a59ed54d2,Healthcare,North America,4,2,59,818.82,34,0
bda35b0b-6262-477e-b3d2-85b4e1a08e19,Education,Europe,1,3,27,1306.53,24,0
f22bad96-7be3-4ff1-a8a1-340875e72fd3,SaaS,Asia,6,0,20,1026.06,40,1
ddfe0b9d-43e4-4b59-8e01-78bd5f56f721,SaaS,Asia,2,0,19,4794.04,33,1
8c0b514a-15ff-4a9a-ac96-d9ecd796b200,Healthcare,Asia,2,2,44,2813.28,26,1
3b813c05-b678-48cf-968b-294b328a6462,Finance,South America,0,0,12,3036.87,9,0
390e4214-5d98-4423-a2cb-b9d2d2da9bae,Healthcare,Australia,5,1,47,3269.04,44,1
3711a535-2a7c-49a2-a63f-9a510609e4b1,Retail,South America,2,2,19,21585.91,37,0
dcf0a263-97d7-4f9d-98c8-15ffd8b02316,Healthcare,South America,1,0,0,3646.07,54,0
a58efd21-c7c7-4d93-b5ce-6bbce70f2c71,Finance,Asia,3,1,27,2528.55,14,0
3a62d829-12d5-4886-9e00-da67491fee2d,Education,South America,1,1,20,5058.92,42,0
682e34a8-ba18-467b-8034-47c5621170f2,Healthcare,Australia,5,4,43,6173.2,29,1
77f234a6-6f4a-471d-ab7f-ba4c5cbda9ac,Retail,South America,1,1,50,6576.19,31,0
6e925d7c-7716-4e3e-b37c-86b6fd3ed8dc,Retail,North America,3,3,32,1237.27,19,1
a1de1269-0f8f-43d0-84a0-a3220403b546,Education,Asia,4,0,52,28043.16,6,0
748ca3d3-49c9-4c18-9482-c797c468c439,Retail,Asia,5,1,51,3105.28,15,0
2b62672a-b518-46d2-903c-b4799f32be77,Retail,Europe,6,2,2,4321.76,2,0
70888833-f080-43a4-8233-ec5ab37ef509,Retail,Australia,4,2,54,4992.39,40,0
303f2d68-6b26-4dcf-8cb3-d5f8c516f507,SaaS,Australia,3,2,56,3389.1,27,1
5265e738-74b7-40cb-aede-fd5942db1451,Education,Europe,3,0,44,17435.79,46,0
9ae76728-4b2c-4aea-bd0a-6744b0c8d52e,Healthcare,Australia,1,1,15,3023.75,26,0
6e7f5c9b-e252-47b8-af9a-8e060ca71d14,Retail,North America,3,1,48,8827.05,58,1
385e0582-367b-4092-9a80-de1d7c964e7c,SaaS,Australia,6,0,11,6666.65,15,0
0622d4eb-c1b8-4930-9f68-3ead5acd3418,Education,Australia,2,0,35,293.91,4,1
ed74cacd-4269-4eda-9932-116a2861b6af,Retail,North America,2,3,8,13581.04,30,1
54a19816-b389-4b70-9297-eb27eccc9990,Healthcare,South America,5,0,38,5096.05,36,1
ce8d495d-9233-43c4-804b-3a1f9a15fba6,Finance,Australia,3,3,52,6098.49,40,1
27cf3b8f-c468-4a3c-97db-6fc2f012b02a,Education,Australia,6,3,58,9104.35,54,1
dd8d501c-fa28-472e-a767-14c20a113e27,Education,Australia,2,1,10,2503.26,58,1
63361584-3f59-4c74-a57d-11e2f87b0846,Healthcare,Australia,6,5,48,2612.03,17,1
c36c3314-8b2d-48a8-b9ba-4a6715e6d0cd,Retail,Asia,0,1,49,3931.68,50,1
cfd47d7d-1d5d-4f3d-bfe5-e92256108c6a,Education,Australia,2,1,15,5944.88,41,0
f2ea9ff0-8591-468d-bc1c-bcf102513dce,Finance,Australia,5,1,45,4624.75,5,1
d89ad979-239c-447d-aabb-260cda43998d,Finance,Europe,5,2,21,2391.76,18,0
135794af-4a1d-443e-9697-998d4955c3d0,Finance,South America,4,2,8,37.96,6,0
e82460e7-d5d0-40b1-8781-9b558859ea28,Retail,Europe,3,3,44,1483.79,25,1
5b41462d-db95-4bea-a5e1-067ac4691f60,Retail,Europe,2,2,26,649.89,5,0
f21e1bf6-432a-475e-8f98-ade00125d238,Healthcare,Asia,4,5,29,1482.35,35,0
f5323d85-2d03-4318-8ee4-4c60ef3d6202,Healthcare,North America,4,3,53,4720.64,14,1
96435bcf-4957-4de5-b43a-3fbceaf5540f,Healthcare,Australia,3,3,49,502.06,58,1
76f602ae-3760-45c4-b372-f827eeefc753,Education,North America,3,3,56,5135.71,55,1
debc58be-a5fd-4a2d-8950-0516158c073b,Education,Australia,4,0,0,2590.25,31,0
f16fedba-e954-4e52-8959-b3fcbc2cded5,Finance,Asia,1,0,24,4318.34,49,1
b3067870-d30f-41b8-b77f-fcd91bc03c72,Healthcare,South America,2,0,47,1065.15,48,1
d0ba5f3c-5045-4ade-baaa-4bf60fdee776,Education,South America,5,1,14,350.03,58,1
504d4a7a-443e-4b97-85c0-48af02869e6f,Healthcare,Europe,4,2,27,25697.48,18,0
e1e9a1fd-e7af-4697-b8d5-7de7001246b8,Healthcare,North America,2,4,21,1121.56,25,0
c6dc6717-c7de-4323-841e-d8ddee6ad0f2,Healthcare,Europe,5,1,29,2548.43,54,1
325f8a83-82b1-4cbb-8e63-09030d2b0e59,Retail,South America,3,1,1,683.19,35,0
7c4e6734-7cd2-4d64-bae0-bd4c67246fc6,Healthcare,South America,4,5,42,458.62,37,1
792c185e-80ea-4c9e-a067-04c69fb9bd3c,SaaS,North America,2,5,27,13339.0,42,0
1994db01-372b-4fb0-85bb-b0930bb343ee,Retail,Australia,5,5,3,952.93,12,0
bad76929-3c07-4d62-9bd3-86f472421a0d,Finance,Australia,2,0,13,2543.0,21,0
f514b7cd-e3c1-422c-bd14-6fd990f182b7,Healthcare,Asia,4,1,48,16499.77,22,0
c8ad1376-3c29-40b1-b78b-fcd1491f8a20,Healthcare,Asia,3,2,60,1216.97,49,0
708c612a-4c58-410e-90be-f18aed4a993a,Healthcare,Asia,3,0,5,297.59,54,0
f736d8eb-97ff-463f-8072-597297830b23,Healthcare,North America,1,4,34,532.62,48,0
de6e9942-62fe-4095-9b33-65c3ea1cb89e,SaaS,Asia,2,1,41,3743.74,15,1
bf96dd50-5d9e-4dc8-af91-6dcf86ea6cbf,SaaS,North America,3,2,1,2673.28,49,0
e4815ef0-ebfd-4a39-b406-458a24ddfdc7,Retail,Europe,2,0,1,7141.62,54,0
c1f30a40-a1ea-411a-88c6-ef4c4fee60e5,Education,Europe,3,3,8,18622.28,16,0
fa7cc9eb-60d6-434e-acda-0a69b44f3a72,Healthcare,North America,3,3,60,812.88,37,0
eeecacda-429c-4113-af52-832ef5470e82,Retail,Australia,3,1,16,7730.05,45,1
246a0a06-4cb1-433f-a37d-f91617296fe5,Finance,Europe,5,1,38,3094.63,39,0
73a76867-e65c-4485-b077-2aebe4df181f,SaaS,Europe,1,0,6,3589.47,20,1
8bce29dc-7163-4c07-bbaa-c6a7c0aa5e87,Education,North America,1,3,19,374.07,60,0
61d1d585-e42b-48a8-8163-676a7fa0f76a,Education,Australia,2,0,60,7450.58,26,1
7313ecab-1e20-44a9-8a0d-4acba3961c75,Retail,North America,1,0,44,7227.52,38,0
774477a8-6820-47ec-8372-9d142856b4e8,Retail,North America,3,0,49,1750.94,45,1
aec17f15-035a-443b-af05-0b7cec80d1b2,Finance,South America,2,4,7,7450.14,52,0
0375b21c-1df2-4fae-9747-3b90a88d2c6f,Education,North America,3,2,34,6893.08,23,1
6ce90c28-69d3-4b2c-b5d3-f3b6f9eb8b45,Healthcare,Asia,3,2,32,2893.78,5,1
fa4f694b-01d0-459e-aeac-a32424957600,Finance,North America,6,3,26,8462.66,55,0
c0383139-dc7b-4ae0-88a4-354757d700f6,Healthcare,North America,1,1,23,20889.63,28,1
a37cc0b8-d809-4089-b979-c74bdd8645e9,Healthcare,Europe,4,2,11,8512.85,28,0
9bc85568-dff6-4898-a645-463fb3e19f50,Education,Asia,4,0,51,5837.97,40,1
f0a2ca75-4bd6-4990-9e8c-d9e71febc6ec,Education,Australia,2,2,27,6481.57,30,1
1778f76a-0b63-4429-8597-1b3ea6b26e32,Education,Asia,3,0,54,4785.37,21,0
909146eb-5dab-4f85-9bba-cada9e89efe8,Retail,North America,4,1,56,179.75,18,0
217c443a-9def-4dd3-a89f-9fd79e97c3de,Healthcare,Europe,5,2,29,28043.73,49,0
825e1f71-0304-491c-bdf2-2ed9c9d7be0d,Education,South America,2,2,24,2196.35,43,1
3c69c89e-af88-4e1b-8a89-5bef40dbb261,Finance,North America,4,2,54,4121.8,32,1
b52dea60-01d5-4a3a-81d4-ce1fc68cc30e,Finance,Europe,5,2,13,2034.12,32,0
9c3f89df-b231-4eb9-8644-afefa86fa2b8,Finance,Asia,7,2,17,4559.32,22,0
ed7dcc33-0f23-4d3f-b4dc-389baf6ec2d6,Education,Asia,2,0,0,4430.86,36,0
6cd4e1db-31fe-4f5b-b295-f777d4de62ac,Education,Europe,2,2,15,8909.95,6,1
5c11ca3b-f618-430a-b00f-fc0ae142b104,Healthcare,Australia,3,0,48,9223.7,36,1
a1b21a94-9e74-41e8-b5fd-a53232e747c9,Retail,Australia,4,1,45,6508.65,42,0
3d0abca5-57f7-4a7b-a5f2-4483cf8e0405,Healthcare,Australia,2,1,1,5349.47,51,0
656f1ab0-34c1-4aa3-8dd2-ddc3dc12ba99,SaaS,Asia,3,1,25,11835.86,15,0
c430e6fe-26cc-444c-b52e-c9c683609301,Retail,Asia,2,2,37,170.96,43,0
31a24001-1418-48dc-b838-00f3a09a962a,Finance,Australia,4,1,33,110.33,36,0
290a816a-83ca-4773-9c3e-8134adb02aa1,Finance,Australia,2,4,35,19895.38,48,0
5b637357-96b9-444b-8dd6-f2aefb698f1b,Finance,Asia,2,2,29,819.93,45,0
98191dc1-160f-4663-a60c-195aa0ebda94,Finance,Asia,1,1,14,6415.34,17,0
e5b44cb9-2005-430e-b2ab-4b867b354b3b,SaaS,Europe,4,3,7,3314.99,21,0
121cf8b8-f798-4395-b510-9545b35b88ab,Education,Europe,1,2,13,8209.9,13,0
58fc4b61-dcf8-4e15-98e3-a5923ca377cb,Healthcare,Asia,6,3,37,2003.99,47,1
626cc1fc-4fc3-49ca-92f5-1a98183518de,Education,South America,3,5,6,3117.47,19,0
f8c2776c-3b5d-45ca-81c7-856c9ca50411,Retail,Asia,6,1,23,1692.34,15,1
8aa1194e-b830-4fed-be33-38a8281dc2de,Retail,Asia,4,1,45,1904.56,1,0
215dd4ea-c4d2-49b3-94ca-a5ec660cf7a3,Education,Europe,2,0,2,5310.81,18,1
7c479ad5-2722-40b0-ba38-3df7b5da0c6f,SaaS,South America,6,2,44,8138.1,19,1
2b968e09-0a4a-4a9d-8eb6-f623cc351b89,Retail,Australia,3,2,55,4102.13,7,0
066a8c78-7977-4786-acf5-f139e3223e11,SaaS,South America,4,3,30,3891.28,19,0
cb218152-f699-4a1d-883a-356ad328f22c,Healthcare,Australia,2,1,11,6224.22,22,0
ca952ee8-0a67-40c1-9f9b-9c6ae731d6dc,SaaS,Asia,6,0,30,6908.05,56,1
6c41df08-6f9b-49dd-be80-42c82cf0a46c,SaaS,North America,1,2,31,1965.98,26,0
4ca1b216-0db2-4abd-8055-ca71c9a4d5f2,SaaS,South America,4,0,43,1637.5,41,1
27573d6f-4d3f-42ef-a2fb-149d2e66ae57,SaaS,Europe,8,0,51,5294.5,10,1
3dfcb302-db3e-44c8-8c8b-dc217e8ea615,Education,Asia,4,1,15,3084.25,6,1
0a5c07b4-8271-4397-b2b1-126314191b35,SaaS,South America,4,1,26,12509.85,49,1
ddd042ba-b982-4b70-b293-c45a8be1ed85,Education,South America,4,2,39,6485.4,51,1
ea3696a3-e676-479e-820c-e89b4baf7802,Retail,South America,3,2,28,62.41,25,0
22ff3a56-8362-4995-8671-90ab463ebe70,Healthcare,Asia,4,2,37,9561.64,56,1
e18469a1-0d18-4377-a504-d460b23d9f68,Healthcare,Asia,2,2,39,26949.44,37,0
5e29f54b-805a-4bb8-a166-a465d42f1a19,SaaS,South America,6,4,6,12019.04,48,0
e75ac301-3e9d-46d4-9dab-d4a975440a53,Retail,Europe,4,2,42,4988.96,17,0
e367c11a-93f5-4324-ad80-946918a0ce77,SaaS,Europe,3,1,11,4589.6,16,0
7b47414c-c794-4720-8fd5-0ab2219b34bc,Education,North America,1,3,0,233.62,11,0
269ab6cd-43bc-4d14-9e6e-342f2c582c38,Healthcare,Australia,2,0,38,1647.27,45,1
159a1793-f6fd-4de3-a161-740bbb62012c,Healthcare,Asia,1,3,14,187.06,3,1
aae8f6fe-a389-48e0-aa2d-0e221490dccf,Finance,Asia,2,3,55,2529.32,45,1
91351ed6-2441-48f5-8afa-969cd192d3df,Healthcare,North America,1,2,14,24680.08,44,1
f8b4cfab-6355-4a10-8388-f519e0071e3c,Finance,South America,5,1,51,6259.39,43,1
3a399603-62c4-4928-9580-a32f198833fd,Retail,Australia,2,2,34,306.85,8,1
416e35c9-7dbd-4942-a958-b7e4c1b515c9,Retail,Europe,2,4,17,2714.57,59,0
927085be-e7c0-4c07-a12c-6e8b8b2e8b46,Retail,North America,5,1,10,50.91,4,0
6bd6b08e-35c2-4cce-804c-c0b99304466a,Finance,South America,0,1,52,766.56,48,1
1d1a1544-976d-4461-a833-da78cdcadade,Education,Asia,0,0,7,4304.28,29,0
aa5bc4ea-d510-47c9-a88d-c0d9acdf2a70,Healthcare,Asia,6,2,25,2101.63,45,1
130c9ad9-f707-4052-b320-423516337045,Finance,South America,5,3,31,8641.74,35,0
a72c790c-62dc-47d0-8bcb-9cdc71ddfb8b,Healthcare,North America,2,1,2,2815.24,39,0
744b335d-d96c-453f-8753-aa2deb52d729,Healthcare,Asia,1,1,16,5065.42,39,1
39a5f944-a98c-43d2-bbf7-a21d54d12a0d,SaaS,North America,3,1,43,4654.22,15,1
48e4066f-31bf-4a3d-a2db-bd1b8e47a74b,Education,South America,3,0,48,139.61,2,1
4d30a5a8-ed88-49d0-a432-f346919063c6,Finance,South America,0,2,48,871.92,3,0
f10a8353-8bea-4fa5-94e8-c8778dbf42f6,Retail,Australia,6,3,41,617.28,34,1
d9d2c7e0-9419-44b4-be37-44f363a688de,Healthcare,Asia,5,1,37,837.04,12,1
